organization_formal_name,monitoring_location_identifier,activity_start_date,activity_start_time_time,activity_start_time_time_zone_code,characteristic_name,result_measure_value,result_measure_measure_unit_code,result_status_identifier,result_analytical_method_method_name,detection_quantitation_limit_type_name,detection_quantitation_limit_measure_measure_value,detection_quantitation_limit_measure_measure_unit_code
USGS California Water Science Center,USGS-11455315,2020-10-20,10:42:00,PST,UV 254,0.042,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.0024500000000000004,units/cm
USGS California Water Science Center,USGS-11455315,2020-10-20,10:42:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.37,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2016-05-06,15:00:00,PST,Nitrite,0.013,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11312676,2019-12-19,10:45:00,PST,Inorganic nitrogen (nitrate and nitrite),0.96,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11312676,2019-12-19,10:45:00,PST,Orthophosphate,0.09,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Ammonia and ammonium,0.02,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Nitrite,0.005,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Inorganic nitrogen (nitrate and nitrite),0.304,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Orthophosphate,0.083,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Organic carbon,3.9,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.6,mg/l
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,UV 254,0.125,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.0025,units/cm
USGS California Water Science Center,USGS-381614121415301,2018-07-11,14:05:00,PST,Orthophosphate,0.102,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-11,14:05:00,PST,Organic carbon,2.4,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,UV 254,3.2,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11312685,2018-05-15,15:25:00,PST,Chlorophyll a,1.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381614121415301,2018-07-11,14:05:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.26,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-11,14:05:00,PST,UV 254,2.8,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2018-04-10,12:49:00,PST,Suspended Sediment Concentration (SSC),20,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11304810,2018-01-24,14:57:00,PST,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2018-12-06,12:00:00,PST,Orthophosphate,0.094,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2018-12-06,12:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",1.27,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2018-12-06,12:00:00,PST,Chlorophyll a,1.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11313240,2018-09-25,09:52:00,PST,Suspended Sediment Concentration (SSC),9,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455140,2018-01-09,13:30:00,PST,Suspended Sediment Concentration (SSC),16,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,Inorganic nitrogen (nitrate and nitrite),0.054,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,Orthophosphate,0.048,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455315,2018-11-08,09:00:00,PST,Inorganic nitrogen (nitrate and nitrite),0.36,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.69,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-07-28,09:00:00,PST,Chlorophyll a,2.2,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447890,2016-09-28,08:45:00,PST,Ammonia and ammonium,0.24,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-09-28,08:45:00,PST,Inorganic nitrogen (nitrate and nitrite),0.108,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-09-28,08:45:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.52,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2016-09-28,08:45:00,PST,Chlorophyll a,0.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11313315,2018-05-15,13:46:00,PST,Orthophosphate,0.1,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-01-30,11:00:00,PST,Inorganic nitrogen (nitrate and nitrite),1.48,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-01-30,11:00:00,PST,Orthophosphate,0.106,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-01-30,11:00:00,PST,UV 254,3,L/mgDOC*m,Accepted,Computation by NWIS algorithm,NA,NA,NA
USGS California Water Science Center,USGS-11303500,2018-01-30,11:00:00,PST,Suspended Sediment Concentration (SSC),34,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455350,2018-10-17,14:25:00,PST,Nitrite,0.03,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455139,2016-02-11,09:00:00,PST,Ammonia and ammonium,0.05,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455139,2016-02-11,09:00:00,PST,Nitrite,0.008,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2018-10-17,14:25:00,PST,Organic carbon,1.7,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11455350,2018-10-17,14:25:00,PST,UV 254,0.045,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009699999999999999,units/cm
USGS California Water Science Center,USGS-11455350,2018-10-17,14:25:00,PST,Pheophytin a,0.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455350,2018-10-17,14:25:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.66,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11313460,2016-04-18,14:30:00,PST,Ammonia and ammonium,0.09,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2018-10-17,14:25:00,PST,Chlorophyll a,0.9,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381614121415301,2018-10-10,14:26:00,PST,Organic carbon,2.2,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-10-10,14:26:00,PST,UV 254,0.062,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009674,units/cm
USGS California Water Science Center,USGS-11313460,2016-04-18,14:30:00,PST,UV 254,0.106,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.00967,units/cm
USGS California Water Science Center,USGS-11447903,2018-08-21,14:38:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11313460,2016-04-18,14:30:00,PST,UV 254,3.4,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,14:26:00,PST,Chlorophyll a,1.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455508,2016-12-13,09:00:00,PST,Nitrite,0.01,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455508,2016-12-13,09:00:00,PST,Inorganic nitrogen (nitrate and nitrite),0.41,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11455508,2016-12-13,09:00:00,PST,Orthophosphate,0.08,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455508,2016-12-13,09:00:00,PST,Pheophytin a,2.1,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455508,2016-12-13,09:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.9,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455508,2016-12-13,09:00:00,PST,Chlorophyll a,1.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11303500,2018-12-06,14:38:00,PST,Suspended Sediment Concentration (SSC),60,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-01-09,07:00:00,PST,Suspended Sediment Concentration (SSC),71,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,Nitrite,0.004,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,Inorganic nitrogen (nitrate and nitrite),0.051,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,Orthophosphate,0.107,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,Organic carbon,2.7,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,UV 254,0.069,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009699999999999999,units/cm
USGS California Water Science Center,USGS-11455280,2018-09-05,11:05:00,PST,Pheophytin a,0.7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2018-01-17,11:30:00,PST,Suspended Sediment Concentration (SSC),28,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455350,2017-05-03,14:31:00,PST,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-01-17,13:16:00,PST,Suspended Sediment Concentration (SSC),102,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455508,2018-10-17,09:45:00,PST,Organic carbon,2,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.3,mg/l
USGS California Water Science Center,USGS-11447650,2017-03-02,08:31:00,PST,Suspended Sediment Concentration (SSC),82,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455167,2017-11-08,12:00:00,PST,Suspended Sediment Concentration (SSC),4,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455140,2018-04-10,09:15:00,PST,Suspended Sediment Concentration (SSC),219,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,Ammonia and ammonium,0.11,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,Nitrite,0.022,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,Inorganic nitrogen (nitrate and nitrite),0.351,mg/l as N,Accepted,"NO3+NO2, wf, FCC,NaR, DA",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-05-17,13:00:00,PST,Ammonia and ammonium,0.02,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-05-17,13:00:00,PST,Nitrite,0.001,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,Pheophytin a,2.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.55,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,UV 254,2.2,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455478,2018-10-17,09:07:00,PST,Chlorophyll a,2.1,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447890,2017-09-28,08:30:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.55,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2017-09-28,08:30:00,PST,Chlorophyll a,1.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11303500,2018-12-05,11:15:00,PST,Suspended Sediment Concentration (SSC),59,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-382010121402301,2018-10-17,16:36:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2017-07-25,11:00:00,PST,Pheophytin a,2.7,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447890,2017-07-25,11:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.41,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455142,2018-10-16,10:15:00,PST,Chlorophyll a,1.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11303500,2018-11-05,06:20:00,PST,Suspended Sediment Concentration (SSC),45,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2017-03-02,06:35:00,PST,Suspended Sediment Concentration (SSC),34,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455165,2017-08-01,12:07:00,PST,Suspended Sediment Concentration (SSC),8,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455146,2018-05-03,11:09:00,PST,Suspended Sediment Concentration (SSC),19,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2018-05-03,10:00:00,PST,Pheophytin a,2.9,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447890,2018-05-03,10:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.78,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2018-05-03,10:00:00,PST,Chlorophyll a,4.4,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455350,2017-03-08,18:15:00,PST,Organic carbon,2.9,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.6,mg/l
USGS California Water Science Center,USGS-11455140,2018-04-10,12:21:00,PST,Suspended Sediment Concentration (SSC),128,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11303500,2018-12-08,16:40:00,PST,Suspended Sediment Concentration (SSC),39,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455385,2018-09-13,13:05:00,PST,Ammonia and ammonium,0.1,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2017-01-17,13:56:00,PST,Suspended Sediment Concentration (SSC),94,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447890,2018-05-08,10:00:00,PST,Nitrite,0.012,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11312676,2019-11-21,10:30:00,PST,Nitrite,0.006,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2018-05-08,10:00:00,PST,Orthophosphate,0.117,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447890,2018-05-08,10:00:00,PST,Pheophytin a,2.5,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455385,2018-09-13,13:05:00,PST,Pheophytin a,1.3,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447890,2018-05-08,10:00:00,PST,Chlorophyll a,2.6,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455385,2018-09-13,13:05:00,PST,UV 254,2.3,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455385,2018-09-13,13:05:00,PST,Chlorophyll a,1.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2017-12-13,12:22:00,PST,Suspended Sediment Concentration (SSC),15,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:25:00,PST,Ammonia and ammonium,0.02,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:25:00,PST,Nitrite,0.009,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-07-13,15:25:00,PST,Orthophosphate,0.119,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11337190,2018-07-25,09:00:00,PST,Suspended Sediment Concentration (SSC),13,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381142122015801,2018-02-01,11:00:00,PST,Nitrite,0.03,mg/l as N,Accepted,"Nitrite, wf, DA, diazo",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-02-28,09:31:00,PST,Suspended Sediment Concentration (SSC),13,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381142122015801,2018-02-01,11:00:00,PST,Orthophosphate,0.22,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2018-02-01,11:00:00,PST,Pheophytin a,8.3,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381142122015801,2018-02-01,11:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",2.31,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-381142122015801,2018-02-01,11:00:00,PST,Chlorophyll a,7.1,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11447650,2018-12-04,10:00:00,PST,Orthophosphate,0.054,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-12-04,10:00:00,PST,Organic carbon,4.09,mg/l,Accepted,"DOC, wf, 0.7 um GFF, combust IR",NA,NA,NA
USGS California Water Science Center,USGS-11447650,2018-12-04,10:00:00,PST,Suspended Sediment Concentration (SSC),38,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11312672,2018-01-11,11:46:00,PST,Suspended Sediment Concentration (SSC),5,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11447650,2019-11-11,08:20:00,PST,Suspended Sediment Concentration (SSC),7,mg/l,Accepted,Sediment conc from size analysis,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455350,2018-01-26,14:01:00,PST,Suspended Sediment Concentration (SSC),13,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
USGS California Water Science Center,USGS-381614121415301,2018-10-10,11:55:00,PST,Ammonia and ammonium,0.01,mg/l as N,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,Orthophosphate,0.109,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,Organic carbon,4.1,mg/l,Accepted,"DOC, CO2 formation & detection",Laboratory Reporting Level,0.6,mg/l
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,UV 254,0.136,units/cm,Accepted,"UV absorbance, wf, 254 nm",Method Detection Limit (MDL),0.009674,units/cm
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,Pheophytin a,10.3,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.75,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,UV 254,3.4,L/mgDOC*m,Accepted,"SUVA, wf, calculation",NA,NA,NA
USGS California Water Science Center,USGS-11455280,2017-03-08,12:00:00,PST,Chlorophyll a,41.8,ug/l,Accepted,"Plant pigments, sonication & 445",Lower Reporting Limit,0.1,ug/l
USGS California Water Science Center,USGS-381614121415301,2018-10-10,10:51:00,PST,Ammonia and ammonium,NA,NA,Accepted,"Ammonia, wf, DA sal/hypo (NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,10:51:00,PST,Orthophosphate,0.084,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-381614121415301,2018-10-10,10:51:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.21,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11455420,2018-10-17,14:10:00,PST,Orthophosphate,0.078,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11311300,2018-07-25,08:10:00,PST,Orthophosphate,0.104,mg/l as P,Accepted,"Ortho-PO4, wf, DA phos/mol(NWQL)",NA,NA,NA
USGS California Water Science Center,USGS-11311300,2018-07-25,08:10:00,PST,"Nitrogen, mixed forms (NH3), (NH4), organic, (NO2) and (NO3)",0.46,mg/l,Accepted,"Nutrients, wf, FCC,persulfate,CF",NA,NA,NA
USGS California Water Science Center,USGS-11303500,2017-02-03,06:55:00,PST,Suspended Sediment Concentration (SSC),57,mg/l,Accepted,Sediment conc by filtration,Lower Reporting Limit,1,mg/l
